,city,country,latitude,longitude,name,postalCode,state
7450,Sacramento,US,38,-121,Wendy's,95821,CA
7451,Scottsdale,US,33,-111,Chipotle Mexican Grill,85251,AZ
7452,Beaver,US,37,-81,Arby's,25813,WV
7453,El Cajon,US,32,-116,McDonald's,92020,CA
7454,Arlington,US,32,-97,Taco Bell,76015,TX
7455,Virginia Beach,US,36,-76,Wendy's,23455,VA
7456,San Antonio,US,29,-98,Raising Cane's Chicken Fingers,78251,TX
7457,Pleasanton,US,37,-121,McDonald's,94588,CA
7458,Magna,US,40,-112,McDonald's,84044,UT
7459,Lancaster,US,42,-90,McDonald's,53813,WI
7460,Norcross,US,33,-84,Jimmy John's,30071,GA
7461,Cleveland,US,41,-81,Wendy's,44120,OH
7462,Sugar Land,US,29,-95,Whataburger,77479,TX
7463,Montgomery,US,32,-86,Taco Bell,36112,AL
7464,Vancouver,US,45,-122,Wendy's,98665,WA
7465,Port Saint Lucie,US,27,-80,McDonald's,34987,FL
7466,Riverside,US,41,-73,McDonald's,6878,CT
7467,San Antonio,US,29,-98,Burger King,78220-4743,TX
7468,Oneonta,US,42,-74,Burger King,13820,NY
7470,Milton,US,47,-122,McDonald's,98354,WA
7472,West Branch,US,44,-84,Wendy's,48661,MI
7473,South Bend,US,41,-86,McDonald's,46635,IN
7474,Bakersfield,US,35,-118,Taco Bell,93307,CA
7475,Rochester,US,44,-92,Taco Bell,55901,MN
7476,Henderson,US,36,-78,McDonald's,27536,NC
7477,Salem,US,40,-111,Burger King,84653,UT
7478,Valencia,US,34,-118,Carl's Jr,91355,CA
7479,Albuquerque,US,35,-106,Blake's Lotaburger,87120,NM
7480,Washington,US,38,-76,Sammy Carry-Out,20017,DC
7481,Pompano Beach,US,26,-80,Checkers,33065,FL
7482,Falls Church,US,38,-77,McDonald's,22042,VA
7483,Corona,US,33,-117,In-N-Out Burger,92881,CA
7484,Bakersfield,US,35,-119,El Pollo Loco,93309,CA
7485,Mckinney,US,33,-96,Taco Bell,75070,TX
7487,Columbia,US,34,-80,Wendy's,29229,SC
7488,Bethany,US,40,-94,Redbox,64424,MO
7489,Salt Lake City,US,40,-111,Arby's,84124,UT
7490,Troy,US,40,-84,Taco Bell,45373,OH
7491,Newhall,US,34,-118,Del Taco,91321,CA
7492,San Francisco,US,37,-122,Carl's Jr.,94102,CA
7493,Johnston,US,41,-71,McDonald's,2919,RI
7494,Independence,US,39,-94,Taco Bell,64052,MO
7495,Lakewood,US,33,-118,El Pollo Loco,90713,CA
7496,Fort Collins,US,40,-105,Taco Bell,80524,CO
7497,Aiken,US,33,-81,Checkers,29803,SC
7498,Soddy Daisy,US,35,-85,Taco Bell,37379,TN
7501,Casper,US,42,-106,McDonald's,82601,WY
7502,Baldwin Park,US,34,-117,Del Taco,91706,CA
7503,Salisbury,US,35,-80,Wendy's,28147,NC
7504,Arlington,US,32,-97,Long John Silvers,76017,TX
7505,Cedar Knolls,US,40,-74,McDonald's,7927,NJ
7507,Parkville,US,39,-76,Subway,21234,MD
7508,Vancouver,US,45,-122,Carl's Jr.,98662,WA
7509,Lodi,US,38,-121,McDonald's,95242,CA
7510,Los Angeles,US,34,-118,McDonald's,90035,CA
7512,Durham,US,35,-78,McDonald's,27707,NC
7513,Augusta,US,33,-81,Wendy's,30901,GA
7514,Myrtle Beach,US,33,-78,Auntie Anne's,29577,SC
7515,Scottsdale,US,33,-111,Quiznos,85260,AZ
7517,Lisbon Falls,US,44,-70,McDonald's,4252,ME
7518,Shakopee,US,44,-93,McDonald's,55379,MN
7519,Lexington,US,35,-80,McDonalds,27295,NC
7520,Livonia,US,42,-83,Kerby's Koney Island,48152,MI
7521,Pittsburg,US,37,-94,Pizza Hut,66762,KS
7522,Atlanta,US,33,-84,Chick-Fil-A,30318,GA
7523,Ocean City,US,39,-74,McDonald's,8226,NJ
7524,Columbia,US,34,-81,Arby's,29210,SC
7525,Atlanta,US,33,-84,Captain D's,30337,GA
7526,Artesia,US,32,-104,Sonic Drive-In,88210,NM
7527,Waynesboro,US,38,-78,McDonald's,22980,VA
7528,Payson,US,40,-111,Domino's Pizza,84651,UT
7529,Port Chester,US,40,-73,Burger King,10573,NY
7530,Helena,US,46,-112,Wendy's,59601,MT
7531,Peoria,US,33,-112,El Pollo Loco,85383,AZ
7532,Lubbock,US,33,-101,SONIC Drive In,79424,TX
7533,Smyrna,US,39,-75,Domino's Pizza,19977,DE
7534,Kingston,US,41,-73,Five Guys,12401,NY
7535,Moab,US,38,-109,McDonald's,84532,UT
7536,Lafayette,US,30,-92,Blimpie,70503,LA
7537,Omaha,US,41,-96,Mcdonald's,68138,NE
7538,Hixson,US,35,-85,Krystal,37343,TN
7539,Orlando,US,28,-81,McDonald's,32836,FL
7540,Roselle,US,40,-74,McDonald's,7203,NJ
7541,Grand Junction,US,39,-108,Wendy's,81506,CO
7542,Long Beach,US,33,-118,Taco Bell,90805,CA
7543,Lafayette,US,39,-105,Subway,80026,CO
7544,Sacramento,US,38,-121,Burger King,95815,CA
7545,Arlington,US,32,-97,Burger King,76001,TX
7546,Hobbs,US,32,-103,Church's Chicken,88240,NM
7547,Waukegan,US,42,-87,Burger King,60087,IL
7548,Artesia,US,33,-118,Jack in the Box,90701,CA
7549,Columbus,US,40,-82,Arby's,43230-1374,OH
7550,Aurora,US,39,-84,Burger King,47001,IN
7551,Lakewood,US,33,-118,Taco Bell,90712,CA
7552,San Antonio,US,29,-98,McDonald's,78221,TX
7553,Balch Springs,US,32,-96,Burger King,75180,TX
7554,La Marque,US,29,-94,Redbox,77568,TX
7555,Foley,US,30,-87,Quiznos,36535,NY
7556,Reno,US,39,-119,Subway,89502,NV
7557,Carson,US,33,-118,Pizza Hut,90746,CA
7558,Hendersonville,US,35,-82,Burger King,28792,NC
7559,Aurora,US,39,-104,McDonald's,80016,CO
7560,Hooksett,US,43,-71,McDonald's,3106,NH
7561,Wooster,US,40,-81,McDonald's,44691,OH
7563,Dayton,US,39,-84,Church's Chicken,45417,OH
7564,Billings,US,45,-108,Taco John's,59105,MT
7565,San Antonio,US,29,-98,Whataburger,78211,TX
7566,Red Oak,US,41,-95,KFC,51566,IA
7567,Des Plaines,US,42,-87,Burger King,60016,IL
7568,Kailua,US,21,-157,L&l Hawaiian Barbecue,96734,HI
7569,Dayton,US,39,-84,Wendy's,45406,OH
7570,Bayside,US,40,-73,White Castle,11361,NY
7571,Ontario,US,34,-117,Baker's Drive Thru,91761,CA
7572,Burlington,US,42,-71,Wendy's,1803,MA
7573,Steubenville,US,40,-80,Burger King,43953,OH
7574,Whittier,US,33,-118,Jack in the Box,90605,CA
7575,Canyon Country,US,34,-118,Wienerschnitzel,91351,CA
7576,Carrollton,US,33,-85,Taco Bell,30117,GA
7577,Clinton Township,US,42,-82,Taco Bell,48035,MI
7578,Peoria,US,40,-89,Wendy's,61615,IL
7579,Newport News,US,37,-76,Wendy's,23602,VA
7580,Tulsa,US,36,-95,Braum's Ice Cream & Dairy Store,74105,OK
7581,Denver,US,39,-105,Tellers Tap Room & Kitchen,80215,CO
7582,Tucson,US,32,-110,Jack in the Box,85710,AZ
7583,Costa Mesa,US,33,-117,Panda Express,92626,CA
7584,Hemet,US,33,-117,Del Taco,92545,CA
7586,Placentia,US,33,-117,McDonald's,92870,CA
7587,Carlsbad,US,33,-117,El Pollo Loco,92011,CA
7588,Salisbury,US,38,-75,Burger King,21801,MD
7589,Greenville,US,34,-82,Jack in the Box,29615,SC
7590,Houston,US,29,-95,Jack in the Box,77081,TX
7591,Portland,US,45,-122,Jack in the Box,97211,OR
7592,Sugar Land,US,29,-95,Burger King,77498,TX
7593,Loganville,US,33,-83,McDonald's,30052,GA
7594,Bend,US,44,-121,McDonald's,97702,OR
7596,Fuquay Varina,US,35,-78,Bojangles' Famous Chicken 'n Biscuits,27526,NC
7597,Grand Island,US,40,-98,Burger King,68803,NE
7598,Clive,US,41,-93,McDonald's,50325,IA
7599,Jacksonville,US,30,-81,McDonald's,32223,FL
7600,Everett,US,47,-122,Wendy's,98201,WA
7601,San Diego,US,32,-117,McDonald's,92104,CA
7602,Cleveland,US,41,-81,Mr Hero,44111,OH
7603,Mckinney,US,33,-96,SONIC Drive In,75070,TX
7604,Ladys Island,US,32,-80,Subway,29907,SC
7605,Jacksonville,US,30,-81,McDonald's,32207,FL
7606,Ellijay,US,34,-84,Mcdonalds,30540,GA
7607,Minneapolis,US,44,-93,McDonald's,55406,MN
7608,Phoenix,US,33,-112,Burger King,85020,AZ
7609,Houston,US,29,-95,McDonald's,77077,TX
7612,Santa Fe,US,35,-105,Furr's,87505,NM
7613,Las Vegas,US,36,-115,Wendy's,89123,NV
7614,Highland Park,US,43,13,McDonald's,60035,IL
7615,Fresno,US,36,-119,Carl's Jr.,93703,CA
7617,Las Vegas,US,36,-115,Del Taco,89130,NV
7618,Washington,US,38,-77,Domino's Pizza,20007,DC
7619,Inglewood,US,33,-118,Jack in the Box,90303,CA
7620,Brentwood,US,36,-86,Five Guys,37027,TN
7621,Dodge City,US,37,-100,Sonic Drive-In,67801,KS
7622,Millerton,US,41,-73,McDonald's,12546,NY
7623,Crestwood,US,38,-90,Hardee's / Red Burrito,63122-6426,MO
7624,Hazlehurst,US,31,-90,McDonald's,39083,AL
7625,Shakopee,US,44,-93,White Castle,55379,MN
7626,Eaton Rapids,US,42,-84,Burger King,48827,MI
7627,Fayetteville,US,33,-84,Wendy's,30214,GA
7628,Turlock,US,37,-120,Jack in the Box,95380,CA
7629,Chicopee,US,42,-72,Burger King,1020,MA
7630,Oceanside,US,33,-117,Del Taco,92056,CA
7631,Denison,US,33,-96,Domino's Pizza,75020,TX
7632,Santa Rosa,US,38,-122,Taco Bell,95403,CA
7633,Salem,US,44,-122,Del Taco,97301,OR
7634,Kaysville,US,41,-111,Domino's Pizza,84037,UT
7635,Washington,US,40,-80,McDonald's,15301,PA
7636,Logan,US,41,-111,Subway,84321,UT
7637,Bronx,US,40,-73,McDonald's,10451,NY
7638,Quincy,US,30,-84,Hardee's,32351,FL
7639,Sugar Land,US,29,-95,Boston Market,77478,TX
7640,Hartsville,US,34,-80,Taco Bell,29550,SC
7642,Laurel,US,31,-89,Burger King,39440,AL
7643,North Canton,US,40,-81,Jimmy John's,44720,OH
7644,Matteson,US,41,-87,KFC,60443,IL
7645,Simpsonville,US,34,-82,Hardee's,29681,SC
7646,Anderson,US,34,-82,Sonic Drive-In,29621,SC
7647,Sidney,US,40,-84,KFC,45365,OH
7648,Dundalk,US,39,-76,McDonald's,21222,MD
7649,Stroudsburg,US,40,-75,Wendy's,18360,PA
7650,Bronx,US,40,-73,McDonald's,10455,NY
7651,Spencer,US,43,-95,Taco John's,51301,IA
7652,Warren,US,41,-80,Burger King,44484,OH
7653,Rock Hill,US,34,-80,McDonald's,29730,SC
7654,Tacoma,US,47,-122,Arby's,98444,WA
7655,Wilmington,US,39,-75,McDonald's,19808,DE
7656,Deer Park,US,29,-95,Taco Bell,77536,TX
7657,Frederick,US,39,-77,McDonald's,21701,MD
7658,Boise,US,43,-116,Taco Bell,83709,ID
7659,Chicago,US,41,-87,McDonald's,60616,IL
7660,Willingboro,US,40,-74,Popeye's Chicken & Biscuits,8046,NJ
7661,Osseo,US,45,-93,Arby's,55369,MN
7662,Lincoln,US,40,96,Dairy Queen,68526,NE
7663,Phoenix,US,33,-112,McDonald's,85018,AZ
7664,Leonardtown,US,38,-76,McDonald's,20650,MD
7665,Norfolk,US,36,-76,Arby's,23502,VA
7666,Winchester,US,39,-78,Taco Bell,22603,VA
7667,Toledo,US,44,-123,Dairy Queen,97391,OR
7668,Salt Lake City,US,40,-111,Carl's Jr.,84116,UT
7669,Alma,US,35,-94,Subway,72921,AR
7670,Brockport,US,43,-77,Burger King,14420,NY
7671,Albany,US,31,-84,Wendy's,31707,GA
7672,Summerville,US,33,-80,Burger King,29483,SC
7673,Springfield,US,39,-89,KFC,62702,IL
7674,Washington,US,38,-77,Au Bon Pain,20006,DC
7675,Fayetteville,US,36,-94,Steak 'n Shake,72703,AR
7676,Seattle,US,47,-122,Burger King,98144,WA
7677,Houston,US,29,-95,Burger King,77020,TX
7678,Paris,US,36,-88,Burger King,38242,TN
7679,Central Point,US,42,-122,Burger King,97502,OR
7680,Lawrenceville,US,33,-84,Wendy's,30046,GA
7681,Columbus,US,39,-85,KFC,47203,IN
7682,Jackson,US,32,-90,Arby's,39202,AL
7683,La Grange Park,US,41,-87,Bills Place,60526,IL
7685,Jamestown,US,42,-79,McDonald's,14701,NY
7686,Brunswick,US,41,-81,McDonald's,44212,OH
7687,Gaffney,US,35,-81,Subway,29341,SC
7688,Arvada,US,39,-105,SONIC Drive-In,80003,CO
7689,Grand Forks,US,47,-97,Taco John's,58201,ND
7692,Rincon,US,32,-81,Krystal,31326,GA
7693,Hiram,US,33,-84,Wendy's,30141,GA
7694,Cookeville,US,36,-85,Hardee's / Red Burrito,38501,TN
7695,Lafayette,US,36,-86,KFC,37083,TN
7696,Westminster,US,39,-105,SUBWAY,80031,CO
7697,Denver,US,35,-81,Burger King,28037,NC
7698,Phoenix,US,33,-112,McDonald's,85040,AZ
7699,Clio,US,43,-83,Wendy Two Two Eight,48420,MI
7700,Dothan,US,31,-85,Taco Bell,36303,AL
7701,Chicago,US,41,-87,Subway,60615,IL
7702,Royal Oak,US,42,-83,McDonald's,48073,MI
7703,Grand Forks,US,47,-97,Culver's,58201,ND
7704,Jacksonville,US,30,-81,Burger King,32216,FL
7705,Clear Lake,US,43,-93,Wendy's,50428,IA
7706,Mckinney,US,33,-96,Braum's,75070,TX
7707,Matthews,US,35,-80,McDonald's,28105,NC
7708,Houston,US,29,-95,McDonald's,77084,TX
7709,Philadelphia,US,40,-75,Boston Market 381,19135,PA
7710,Bedford,US,32,-97,KFC,76022,TX
7711,Orlando,US,28,-81,Taco Bell,32819,FL
7712,Woods Cross,US,40,-111,Arby's,84087,UT
7713,Boston,US,42,-71,Burger King,2108,MA
7714,Bellevue,US,41,-82,Wendy's,44811,OH
7715,Lake Worth,US,26,-80,Firehouse Subs,33467,FL
7716,East Providence,US,41,-71,McDonald's,2914,RI
7717,Littleton,US,39,-104,SUBWAY,80129,CO
7718,Brooklyn,US,40,-73,McDonald's,11233,NY
7719,Jordan,US,44,-93,Burger King,55352,MN
7720,Valencia,US,34,-118,McDonald's,91355,CA
7721,Norco,US,33,-117,Carl's Jr.,92860,CA
7722,South Bend,US,41,-86,SONIC Drive In,46628,IN
7723,Orlando,US,28,-81,McDonald's,32817,FL
7725,Birmingham,US,33,-86,Subway,35208,AL
7726,Boston,US,42,-71,Five Guys,2110,MA
7727,Brooklyn,US,40,-73,KFC,11205,NY
7728,Cantonment,US,30,-87,Mcdonald's,32533,FL
7729,Glendale,US,33,-112,Burger King,85301,AZ
7730,Kannapolis,US,35,-80,Taco Bell,28083,NC
7731,Mount Pleasant,US,32,-79,Chick-fil-A,29466,SC
7732,Goodyear,US,33,-112,Blimpie Subs & Sandwiches,85395,AZ
7733,Smithtown,US,40,-73,Taco Bell,11787,NY
7734,Neosho,US,36,-94,SONIC Drive In,64850,MO
7735,Miami,US,25,-80,Subway,33131,FL
7736,Atlanta,US,33,-84,Chick-fil-A,30341,GA
7738,Frederick,US,39,-77,Burger King,21702,MD
7739,Rolla,US,37,-91,SONIC Drive In,65401,MO
7740,Stockbridge,US,33,-84,Dairy Queen,30281-6380,GA
7741,Corpus Christi,US,27,-97,Jack in the Box,78415,TX
7742,Houston,US,29,-95,Subway,77041,TX
7743,Spearfish,US,44,-103,Burger King,57783,SD
7744,Houston,US,29,-95,Pollo Tropical,77057,TX
7745,Jacksonville,US,30,-81,McDonald's,32256,FL
7746,Wyandotte,US,42,-83,Checker's,48192,MI
7747,Jonesboro,US,35,-90,Wendy's,72404,AR
7748,Racine,US,42,-87,McDonald's,53406,WI
7749,Tifton,US,31,-83,McDonald's,31794,GA
7750,Glendale,US,33,-112,Domino's Pizza,85301,AZ
7752,Columbus,US,40,-82,Penn Station East Coast Subs,43229,OH
7753,Frederick,US,39,-77,SONIC Drive In,21704,MD
7754,Frisco,US,33,-96,Burger King,75034,TX
7755,Secaucus,US,40,-74,Quiznos,7094,NJ
7756,Miami,US,25,-80,Subway,33142,FL
7757,Springboro,US,39,-84,KFC,45066,OH
7758,Houston,US,29,-95,McDonald's,77044,TX
7759,Victorville,US,34,-117,Wendy's,92395,CA
7760,Herndon,US,38,-77,Taco Bell,20170,VA
7761,Nogales,US,31,-110,Jack in the Box,85621,AZ
7762,Louisville,US,38,-85,Yum Brands Inc,40229,KY
7763,Rolling Meadows,US,42,-88,Burger King,60008,IL
7764,Iowa City,US,41,-91,Burger King,52240,IA
7765,Richfield,US,35,-80,Taco Bell,28137,NC
7766,The Colony,US,33,-96,Jack in the Box,75056,TX
7768,Fort Smith,US,35,-94,SONIC Drive In,72901,AR
7770,Modesto,US,37,-121,Taco Bell,95356,CA
7771,Portland,US,45,-122,Wendy's,97222,OR
7772,Myrtle Beach,US,33,-78,McDonald's,29579,SC
7773,Decatur,US,39,-88,Taco Bell,62526,IL
7774,Southlake,US,32,-97,KFC,76092,TX
7775,Indianapolis,US,39,-86,Burger King,46201,IN
7776,Rumson,US,40,-73,Ama Ristorante,7760,NJ
7777,Nacogdoches,US,31,-94,Burger King,75964,TX
7778,West Sacramento,US,38,-121,Carl's Jr. / Green Burrito,95691,CA
7779,Lake Worth,US,26,-80,Burger King,33460,FL
7780,York,US,39,-76,Long John Silver's,17404,PA
7781,Northampton,US,42,-72,Taco Bell,1060,MA
7782,Dearborn,US,42,-83,A&W All-American Food,48126,MI
7783,Las Vegas,US,36,-115,Capriotti's Sandwich Shop,89119,NV
7784,Bronx,US,40,-73,Popeyes Chicken and Biscuits,10475,NY
7785,Lombard,US,41,-88,McDonald's,60148,IL
7786,Euless,US,32,-97,Popeye's Chicken & Biscuits,76039,TX
7787,Port Huron,US,43,-82,Burger King,48060,MI
7788,San Diego,US,32,-117,Panda Express,92123,CA
7789,Northwood,US,43,-95,Burger King,50459,IA
7790,Fort Wayne,US,41,-85,Steak 'n Shake,46825,IN
7791,Fort Atkinson,US,42,-88,Burger King,53538,WI
7792,Salina,US,38,-97,Burger King,67401,KS
7793,Altavista,US,37,-79,KFC,24517,VA
7794,Mason,US,39,-84,Wendy's,45040-2359,OH
7796,Gilbert,US,33,-111,Burger King,85295,AZ
7797,Copiague,US,40,-73,Wendy's,11726,NY
7798,Rockford,US,42,-88,Subway,61112,IL
7799,Naperville,US,41,-88,Steak 'n Shake,60563,IL
7800,Jefferson,US,34,-83,Bojangles' Famous Chicken 'n Biscuits,30549,GA
7801,Easton,US,38,-76,Sonic Drive In,21601,MD
7802,Lubbock,US,33,-101,Wendy's,79414,TX
7804,Kansas City,US,39,-94,Jimmy Johns,64113,MO
7805,Parkersburg,US,39,-81,McDonald's,26101,WV
7806,Groves,US,29,-93,McDonald's,77619,TX
7807,Orlando,US,28,-81,Steak 'N Shake,32836,FL
7808,Detroit,US,42,-82,Wendy's,48224,MI
7809,Fort Wayne,US,41,-85,McDonald's,46808,IN
7810,Virginia Beach,US,36,-76,Burger King,23452,VA
7811,Los Angeles,US,33,-118,McDonald's,90059,CA
7812,Nashville,US,36,-86,The Honeybaked Ham Company,37203,TN
7814,Augusta,US,37,-96,SONIC Drive In,67010,KS
7815,Modesto,US,37,-120,Taco Bell,95357-0511,CA
7816,Milan,US,41,-90,McDonald's,61264,IL
7817,Phoenix,US,33,-111,Panda Express,85018,AZ
7819,Costa Mesa,US,33,-117,Wienerschnitzel,92627,CA
7820,Spring,US,30,-95,Mcdonald's,77379,TX
7821,Lafayette,US,30,-92,Raising Cane's Chicken Fingers,70508,LA
7822,Tampa,US,27,-82,McDonald's,33629,FL
7823,Kissimmee,US,28,-81,Dunkin' Donuts,34743,FL
7824,Reno,US,39,-119,Domino's Pizza,89502,NV
7826,Boston,US,42,-71,Boston Chowda Company,2109,MA
7827,Port Allen,US,30,-91,McDonald's,70767,LA
7828,Pompano Beach,US,26,-80,McDonald's,33065,FL
7829,Miami,US,25,-80,Burger King,33168,FL
7830,Papillion,US,41,-96,Pizza Hut,68046,NE
7831,Palmetto,US,27,-82,Taco Bell,34221,FL
7832,Wallingford,US,41,-72,SONIC Drive In,6492,CT
7833,Leland,US,34,-78,Subway,28451,NC
7834,Jacksonville,US,34,-77,Cook Out,28546,NC
7835,Rockmart,US,34,-85,Bojangles' Famous Chicken 'n Biscuits,30153,GA
7836,Williamsburg,US,37,-76,Hardee's,23188,VA
7837,Sioux City,US,42,-96,Taco Bell,51105,IA
7839,Torrance,US,33,-118,Carl's Jr.,90504,CA
7840,Wilsonville,US,45,-122,Wendy's,97070,OR
7841,Denver,US,39,-104,Good Times Burgers & Frozen Custard,80202,CO
7842,Columbus,US,32,-84,Taco Bell,31901,GA
7843,Winona,US,33,-89,Taco Bell,38967,MS
7845,Skokie,US,42,-87,Taco Bell,60076,IL
7846,Santa Fe Springs,US,33,-118,McDonald's,90670,CA
7847,Dearborn,US,42,-83,McDonald's,48124,MI
7848,Louisville,US,38,85,Dairy Queen,40291,KY
7849,Omro,US,44,-88,Hardee's,54963,WI
7850,West Plains,US,36,-91,Wendy's,65775,MO
7851,Philadelphia,US,39,-75,Dairy Queen,19148,PA
7852,Albuquerque,US,35,-106,Domino's Pizza,87105,NM
7853,Easley,US,34,-82,Subway,29642,SC
7854,Ledgewood,US,40,-74,Wendy's,7852,NJ
7855,Springfield,US,39,-89,Long John Silver's / A&W,62704,IL
7856,Portland,US,45,-122,Aprisa Mexican Cuisine,97214,OR
7857,Hermitage,US,36,-86,Steak N Shake,37076,TN
7858,Indianapolis,US,39,-86,KFC,46237,IN
7859,Tucson,US,32,-110,Taco Bell,85730,AZ
7860,Montebello,US,34,-118,Pizza Hut,90640,CA
7861,Belleville,US,38,-89,Kfc - Kentucky Fried Chicken,62220,IL
7862,Auburn,US,44,-70,Subway,4210,ME
7864,Lakeland,US,28,-81,Taco Bell,33801,FL
7866,Gorham,US,43,-70,Burger King,4038,ME
7867,Saint Paul,US,44,-93,Subway,55121,MN
7868,Norman,US,35,-97,SONIC Drive In,73072,OK
7869,Spartanburg,US,34,-81,McDonald's,29303,SC
7871,Glens Falls,US,43,-73,KFC,12801,NY
7872,Salisbury,US,35,-80,Bojangles' Famous Chicken 'n Biscuits,28147,NC
7873,Waltham,US,42,-71,McDonald's,2451,MA
7874,Happy Valley,US,45,-122,Dairy Queen,97086,OR
7876,Fresno,US,36,-119,Carl's Jr.,93720,CA
7877,Whittier,US,33,-118,Domino's Pizza,90602,CA
7879,Jackson,US,35,-88,Popeye's Chicken & Biscuits,38305,TN
7880,Moreno Valley,US,33,-117,Food 4 Less,92553,CA
7881,Hartland,US,42,-83,Arby's,48353,MI
7882,Anchorage,US,61,-149,Arby's,99515,AK
7883,Beaumont,US,33,-116,El Pollo Loco,92223,CA
7884,Whittier,US,33,-118,Taco Bell,90606,CA
7885,San Angelo,US,31,-100,Taco Bell,76904,TX
7886,Hermitage,US,41,-80,Burger King,16148,PA
7887,Princeton,US,37,-81,Burger King,24739,WV
7888,Northport,US,33,-87,Domino's Pizza,35476,FL
7889,Minneapolis,US,44,-93,McDonald's,55435,MN
7890,Fort Campbell,US,36,-87,Burger King,42223,KY
7891,Amarillo,US,35,-101,McDonald's,79106,TX
7892,Portland,US,45,-122,McDonald's,97203,OR
7893,Valrico,US,27,-82,Taco Bell,33594,FL
7894,Lewisburg,US,35,-86,Arby's,37091,TN
7895,Albert Lea,US,43,-93,Wendy's,56007,MN
7896,San Antonio,US,29,-98,SONIC Drive In,78216,TX
7897,Fremont,US,41,-83,McDonalds,43420,OH
7898,Norfolk,US,42,-97,Domino's Pizza,68701,NE
7899,Gwynn Oak,US,39,-76,KFC,21207,MD
7900,Churchton,US,38,-76,Domino's Pizza,20733,MD
7901,Birmingham,US,33,-86,Krystal,35217,AL
7902,Denver,US,39,-105,Pizza Hut,80204,CO
7903,Sugar Land,US,29,-95,Taco Bell,77498,TX
7904,Phoenix,US,33,-112,Burger King,85042,AZ
7905,Las Vegas,US,36,-115,McDonald's,89119,NV
7907,Avondale,US,33,-112,McDonald's,85392,AZ
7908,Marshall,US,39,-93,KFC,65340,MO
7909,Franklin Park,US,41,-87,Wendy's,60131,IL
7910,Brooklyn,US,40,-73,McDonald's,11236,NY
7911,Niles,US,41,-80,Starbucks,44446,OH
7912,Fort Wayne,US,41,-85,Arby's,46805,IN
7913,Woodland,US,38,-121,Taco Bell,95776,CA
7914,Pensacola,US,30,-87,Wendy's,32504,FL
7915,Rock Springs,US,41,-109,Sonic Drive-In,82901,WY
7916,Hayward,US,37,-122,Five Guys,94541,CA
7917,Antelope,US,38,-121,Taco Bell,95843,CA
7918,Lapeer,US,43,-83,Jimmy John's,48446,MI
7919,Ontario,US,34,-117,McDonald's,91761,CA
7920,Sun Prairie,US,43,-89,McDonald's,53590,WI
7921,Midlothian,US,37,-77,Wendy's,23112,VA
7922,Lakewood,US,41,-81,Taco Bell,44107,OH
7923,Wolfforth,US,33,-101,Sonic Drive-In,79382,TX
7924,Omaha,US,41,-96,Blimpie,68138-3886,NE
7925,Jacksonville,US,30,-81,Krystal,32225,FL
7926,Downers Grove,US,41,-87,Topper's Pizza,60515,IL
7927,Latham,US,42,-73,McDonald's,12110,NY
7929,Valdosta,US,30,-83,Hardee's,31602,GA
7930,Tempe,US,33,-111,El Pollo Loco,85282,AZ
7931,Denver,US,39,-104,Wendy's,80216,CO
7932,Long Beach,US,33,-118,Jack in the Box,90805,CA
7934,Saint Louis,US,38,-90,Taco Bell,63139,MO
7935,Chicago,US,41,-87,Burger King,60618,IL
7936,Tampa,US,27,-82,KFC,33619,FL
7937,Washington,US,40,-89,Hardee's,61571,IL
7938,Arcadia,US,34,-118,McDonald's,91006,CA
7939,Mount Vernon,US,40,-82,Dq Grill & Chill,43050,OH
7940,Neenah,US,44,-88,Hardee's,54956,WI
7941,Houston,US,29,-95,McDonald's,77072,TX
7942,San Angelo,US,31,-100,McDonald's,76903,TX
7943,Virginia Beach,US,36,-76,Burger King,23462,VA
7944,Stockbridge,US,33,-84,McDonald's,30281,GA
7945,Phoenix,US,33,-112,Panda Express,85085,AZ
7946,Suwanee,US,34,-84,McDonald's,30024,GA
7947,Glendora,US,34,-117,Del Taco,91741,CA
7949,Chicago,US,41,-87,Subway,60615,IL
7950,Arlington,US,32,-97,Jack in the Box,76011,TX
7951,Ogden,US,41,-111,Brixton's,84401,UT
7952,Clinton Township,US,42,-82,Taco Bell,48036,MI
7953,Johnston,US,41,-93,McDonald's,50131,IA
7954,Baton Rouge,US,30,-91,Wendy's,70805,LA
7955,Newark,US,40,-82,McDonalds,43055,OH
7956,Hamilton,US,46,-114,Quiznos,59840,MT
7957,Harlingen,US,26,-97,Jack In The Box,78552,TX
7958,Saraland,US,30,-88,McDonald's,36571,AL
7959,San Ysidro,US,32,-117,Jack in the Box,92173,CA
7960,Louisville,US,38,-85,SONIC Drive In,40208,KY
7961,Mantua,US,41,-81,McDonald's,44255,OH
7962,Clayton,US,34,-83,Dairy Queen,30525,GA
7963,Irving,US,32,-96,Wendy's,75061,TX
7964,Round Rock,US,30,-97,Dairy Queen - Round Rock,78681,TX
7965,Orlando,US,28,-81,Popeyes Chicken & Biscuits,32808,FL
7966,Floyds Knobs,US,38,-85,Taco Bell,47119,IN
7967,Costa Mesa,US,33,-117,Five Guys,92626,CA
7968,Victor,US,43,-77,Taco Bell,14564,NY
7969,Geneva,US,42,-77,Taco Bell,14456,NY
7970,Charlotte,US,35,-80,Waffle House,28208,NC
7971,Harrisburg,US,35,-80,Hardee's / Red Burrito,28075-7526,NC
7972,Derby,US,41,-73,KFC,6418,CT
